name_1,date_1,name_2,date_2,name_3,date_3,alternatives,context,correct_date,correct_temperature,correct_temperature_label,correct_answer
Jason,2019-11-20,Neil,2019-02-05,Luke,2019-05-20,"['Jason', 'Neil', 'Luke']",Jason cleaned the shed on the 20th of November. Neil cleaned the shed on the 5th of February. Luke cleaned the shed on the 20th of May. The only person that cleaned the shed in a warm month is,2019-05-20,warm,1,Luke
Bob,2019-05-13,Leon,2019-03-30,Matt,2019-11-19,"['Bob', 'Leon', 'Matt']",Bob went to a French restaurant on the 13th of May. Leon went to a French restaurant on the 30th of March. Matt went to a French restaurant on the 19th of November. The only person that went to a French restaurant in a warm month is,2019-05-13,warm,1,Bob
Dean,2019-11-15,Emily,2019-07-13,Frank,2019-03-05,"['Dean', 'Emily', 'Frank']",Dean arrived in Germany on the 15th of November. Emily arrived in Germany on the 13th of July. Frank arrived in Germany on the 5th of March. The only person that arrived in Germany in a warm month is,2019-07-13,warm,1,Emily
Emily,2019-09-24,Peter,2019-06-25,Andrew,2019-11-16,"['Emily', 'Peter', 'Andrew']",Emily took an exam on the 24th of September. Peter took an exam on the 25th of June. Andrew took an exam on the 16th of November. The only person that took an exam in a cold month is,2019-11-16,cold,0,Andrew
Blake,2019-05-26,Fred,2019-08-06,Robert,2019-03-13,"['Blake', 'Fred', 'Robert']",Blake cooked cheesecake on the 26th of May. Fred cooked cheesecake on the 6th of August. Robert cooked cheesecake on the 13th of March. The only person that cooked cheesecake in a cold month is,2019-03-13,cold,0,Robert
Matt,2019-04-18,Neil,2019-05-08,Andrew,2019-06-07,"['Matt', 'Neil', 'Andrew']",Matt attended a wedding on the 18th of April. Neil attended a wedding on the 8th of May. Andrew attended a wedding on the 7th of June. The only person that attended a wedding in a cold month is,2019-04-18,cold,0,Matt
Neil,2019-03-17,April,2019-05-14,Ryan,2019-01-25,"['Neil', 'April', 'Ryan']",Neil passed an exam on the 17th of March. April passed an exam on the 14th of May. Ryan passed an exam on the 25th of January. The only person that passed an exam in a warm month is,2019-05-14,warm,1,April
Richard,2019-05-21,Emily,2019-03-04,April,2019-01-05,"['Richard', 'Emily', 'April']",Richard watched a movie on the 21st of May. Emily watched a movie on the 4th of March. April watched a movie on the 5th of January. The only person that watched a movie in a warm month is,2019-05-21,warm,1,Richard
Frank,2019-11-14,Max,2019-11-07,George,2019-05-09,"['Frank', 'Max', 'George']",Frank planted a tree on the 14th of November. Max planted a tree on the 7th of November. George planted a tree on the 9th of May. The only person that planted a tree in a warm month is,2019-05-09,warm,1,George
Kyle,2019-07-19,Jack,2019-12-05,April,2019-02-06,"['Kyle', 'Jack', 'April']",Kyle moved to a new city on the 19th of July. Jack moved to a new city on the 5th of December. April moved to a new city on the 6th of February. The only person that moved to a new city in a warm month is,2019-07-19,warm,1,Kyle
Leon,2019-05-02,George,2019-01-08,Charlie,2019-11-24,"['Leon', 'George', 'Charlie']",Leon took a train on the 2nd of May. George took a train on the 8th of January. Charlie took a train on the 24th of November. The only person that took a train in a warm month is,2019-05-02,warm,1,Leon
Rose,2019-10-01,Fred,2019-01-11,Aaron,2019-06-29,"['Rose', 'Fred', 'Aaron']",Rose played chess on the 1st of October. Fred played chess on the 11th of January. Aaron played chess on the 29th of June. The only person that played chess in a cold month is,2019-01-11,cold,0,Fred
Maria,2019-06-28,Alice,2019-01-06,Laura,2019-01-22,"['Maria', 'Alice', 'Laura']",Maria went to the zoo on the 28th of June. Alice went to the zoo on the 6th of January. Laura went to the zoo on the 22nd of January. The only person that went to the zoo in a warm month is,2019-06-28,warm,1,Maria
Walker,2019-01-21,Leon,2019-12-14,Frank,2019-06-18,"['Walker', 'Leon', 'Frank']",Walker cleaned the garage on the 21st of January. Leon cleaned the garage on the 14th of December. Frank cleaned the garage on the 18th of June. The only person that cleaned the garage in a warm month is,2019-06-18,warm,1,Frank
Alice,2019-02-11,Blake,2019-05-31,Michael,2019-07-19,"['Alice', 'Blake', 'Michael']",Alice donated toys on the 11th of February. Blake donated toys on the 31st of May. Michael donated toys on the 19th of July. The only person that donated toys in a cold month is,2019-02-11,cold,0,Alice
Marco,2019-03-24,William,2019-08-06,John,2019-10-10,"['Marco', 'William', 'John']",Marco visited their family on the 24th of March. William visited their family on the 6th of August. John visited their family on the 10th of October. The only person that visited their family in a cold month is,2019-03-24,cold,0,Marco
Richard,2019-01-22,Alice,2019-10-01,Leon,2019-08-30,"['Richard', 'Alice', 'Leon']",Richard took a taxi on the 22nd of January. Alice took a taxi on the 1st of October. Leon took a taxi on the 30th of August. The only person that took a taxi in a cold month is,2019-01-22,cold,0,Richard
Leon,2019-05-17,Jerry,2019-02-04,Hunter,2019-11-27,"['Leon', 'Jerry', 'Hunter']",Leon bought a new car on the 17th of May. Jerry bought a new car on the 4th of February. Hunter bought a new car on the 27th of November. The only person that bought a new car in a warm month is,2019-05-17,warm,1,Leon
Rachel,2019-01-11,Matt,2019-07-04,Dean,2019-07-03,"['Rachel', 'Matt', 'Dean']",Rachel moved to a new city on the 11th of January. Matt moved to a new city on the 4th of July. Dean moved to a new city on the 3rd of July. The only person that moved to a new city in a cold month is,2019-01-11,cold,0,Rachel
Leon,2019-11-17,Ryan,2019-10-17,Emily,2019-11-10,"['Leon', 'Ryan', 'Emily']",Leon arrived in Germany on the 17th of November. Ryan arrived in Germany on the 17th of October. Emily arrived in Germany on the 10th of November. The only person that arrived in Germany in a warm month is,2019-10-17,warm,1,Ryan
Luke,2019-07-28,Hope,2019-12-14,Connor,2019-05-12,"['Luke', 'Hope', 'Connor']",Luke went to the museum on the 28th of July. Hope went to the museum on the 14th of December. Connor went to the museum on the 12th of May. The only person that went to the museum in a cold month is,2019-12-14,cold,0,Hope
Alice,2019-11-08,William,2019-06-30,Rose,2019-08-22,"['Alice', 'William', 'Rose']",Alice planted a tree on the 8th of November. William planted a tree on the 30th of June. Rose planted a tree on the 22nd of August. The only person that planted a tree in a cold month is,2019-11-08,cold,0,Alice
Maria,2019-08-18,Robert,2019-03-13,Joy,2019-03-30,"['Maria', 'Robert', 'Joy']",Maria arrived in the UK on the 18th of August. Robert arrived in the UK on the 13th of March. Joy arrived in the UK on the 30th of March. The only person that arrived in the UK in a warm month is,2019-08-18,warm,1,Maria
Jack,2019-08-17,Charlie,2019-03-19,Scott,2019-06-01,"['Jack', 'Charlie', 'Scott']",Jack took a bus on the 17th of August. Charlie took a bus on the 19th of March. Scott took a bus on the 1st of June. The only person that took a bus in a cold month is,2019-03-19,cold,0,Charlie
Mark,2019-09-21,Dallas,2019-09-24,George,2019-11-05,"['Mark', 'Dallas', 'George']",Mark went to the cinema on the 21st of September. Dallas went to the cinema on the 24th of September. George went to the cinema on the 5th of November. The only person that went to the cinema in a cold month is,2019-11-05,cold,0,George
Connor,2019-07-12,Alice,2019-11-08,Andrew,2019-01-27,"['Connor', 'Alice', 'Andrew']",Connor went to the cinema on the 12th of July. Alice went to the cinema on the 8th of November. Andrew went to the cinema on the 27th of January. The only person that went to the cinema in a warm month is,2019-07-12,warm,1,Connor
Peter,2019-12-30,Josh,2019-05-23,Ryan,2019-04-09,"['Peter', 'Josh', 'Ryan']",Peter sent a postcard on the 30th of December. Josh sent a postcard on the 23rd of May. Ryan sent a postcard on the 9th of April. The only person that sent a postcard in a warm month is,2019-05-23,warm,1,Josh
Connor,2019-10-22,Jack,2019-08-28,Fred,2019-11-24,"['Connor', 'Jack', 'Fred']",Connor arrived in the US on the 22nd of October. Jack arrived in the US on the 28th of August. Fred arrived in the US on the 24th of November. The only person that arrived in the US in a cold month is,2019-11-24,cold,0,Fred
Connor,2019-10-17,Jerry,2019-11-23,Neil,2019-07-10,"['Connor', 'Jerry', 'Neil']",Connor cleaned the garage on the 17th of October. Jerry cleaned the garage on the 23rd of November. Neil cleaned the garage on the 10th of July. The only person that cleaned the garage in a cold month is,2019-11-23,cold,0,Jerry
Scott,2019-05-20,Martin,2019-12-03,Jason,2019-02-12,"['Scott', 'Martin', 'Jason']",Scott alphabetized the bookshelf on the 20th of May. Martin alphabetized the bookshelf on the 3rd of December. Jason alphabetized the bookshelf on the 12th of February. The only person that alphabetized the bookshelf in a warm month is,2019-05-20,warm,1,Scott
Charlie,2019-08-29,Fred,2019-11-10,Scott,2019-06-11,"['Charlie', 'Fred', 'Scott']",Charlie won the lottery on the 29th of August. Fred won the lottery on the 10th of November. Scott won the lottery on the 11th of June. The only person that won the lottery in a cold month is,2019-11-10,cold,0,Fred
Charlie,2019-10-31,Grant,2019-02-26,Martin,2019-06-13,"['Charlie', 'Grant', 'Martin']",Charlie had a picnic on the 31st of October. Grant had a picnic on the 26th of February. Martin had a picnic on the 13th of June. The only person that had a picnic in a cold month is,2019-02-26,cold,0,Grant
Scott,2019-10-15,Martin,2019-02-11,Jerry,2019-12-26,"['Scott', 'Martin', 'Jerry']",Scott had a barbecue on the 15th of October. Martin had a barbecue on the 11th of February. Jerry had a barbecue on the 26th of December. The only person that had a barbecue in a warm month is,2019-10-15,warm,1,Scott
Alice,2019-11-08,Connor,2019-08-18,Hunter,2019-07-14,"['Alice', 'Connor', 'Hunter']",Alice took a taxi on the 8th of November. Connor took a taxi on the 18th of August. Hunter took a taxi on the 14th of July. The only person that took a taxi in a cold month is,2019-11-08,cold,0,Alice
Tyler,2019-01-10,Jason,2019-09-12,Michael,2019-01-22,"['Tyler', 'Jason', 'Michael']",Tyler got a birthday gift on the 10th of January. Jason got a birthday gift on the 12th of September. Michael got a birthday gift on the 22nd of January. The only person that got a birthday gift in a warm month is,2019-09-12,warm,1,Jason
Rose,2019-08-22,Luke,2019-04-11,Andrew,2019-02-26,"['Rose', 'Luke', 'Andrew']",Rose took a plane on the 22nd of August. Luke took a plane on the 11th of April. Andrew took a plane on the 26th of February. The only person that took a plane in a warm month is,2019-08-22,warm,1,Rose
Joy,2019-03-15,Bob,2019-04-14,Matt,2019-05-19,"['Joy', 'Bob', 'Matt']",Joy took a bus on the 15th of March. Bob took a bus on the 14th of April. Matt took a bus on the 19th of May. The only person that took a bus in a warm month is,2019-05-19,warm,1,Matt
Steve,2019-01-02,Emily,2019-03-18,Luke,2019-08-15,"['Steve', 'Emily', 'Luke']",Steve had a picnic on the 2nd of January. Emily had a picnic on the 18th of March. Luke had a picnic on the 15th of August. The only person that had a picnic in a warm month is,2019-08-15,warm,1,Luke
Alex,2019-01-11,Maria,2019-07-27,April,2019-01-05,"['Alex', 'Maria', 'April']",Alex went to the beach on the 11th of January. Maria went to the beach on the 27th of July. April went to the beach on the 5th of January. The only person that went to the beach in a warm month is,2019-07-27,warm,1,Maria
Max,2019-07-04,Alex,2019-03-08,Tyler,2019-02-28,"['Max', 'Alex', 'Tyler']",Max donated clothes on the 4th of July. Alex donated clothes on the 8th of March. Tyler donated clothes on the 28th of February. The only person that donated clothes in a warm month is,2019-07-04,warm,1,Max
Frank,2019-12-14,Blake,2019-02-03,Jason,2019-05-04,"['Frank', 'Blake', 'Jason']",Frank repotted the plants on the 14th of December. Blake repotted the plants on the 3rd of February. Jason repotted the plants on the 4th of May. The only person that repotted the plants in a warm month is,2019-05-04,warm,1,Jason
Matt,2019-02-10,Luke,2019-04-11,Richard,2019-10-02,"['Matt', 'Luke', 'Richard']",Matt reorganized the closet on the 10th of February. Luke reorganized the closet on the 11th of April. Richard reorganized the closet on the 2nd of October. The only person that reorganized the closet in a warm month is,2019-10-02,warm,1,Richard
Luke,2019-04-04,Leon,2019-03-11,Frank,2019-07-16,"['Luke', 'Leon', 'Frank']",Luke filled out the application on the 4th of April. Leon filled out the application on the 11th of March. Frank filled out the application on the 16th of July. The only person that filled out the application in a warm month is,2019-07-16,warm,1,Frank
Josh,2019-05-23,Walker,2019-02-17,John,2019-11-24,"['Josh', 'Walker', 'John']",Josh repotted the plants on the 23rd of May. Walker repotted the plants on the 17th of February. John repotted the plants on the 24th of November. The only person that repotted the plants in a warm month is,2019-05-23,warm,1,Josh
Bob,2019-02-23,Jack,2019-03-06,John,2019-06-15,"['Bob', 'Jack', 'John']",Bob arrived in Germany on the 23rd of February. Jack arrived in Germany on the 6th of March. John arrived in Germany on the 15th of June. The only person that arrived in Germany in a warm month is,2019-06-15,warm,1,John
Blake,2019-06-27,Leon,2019-02-22,Joy,2019-12-04,"['Blake', 'Leon', 'Joy']",Blake visited a new city on the 27th of June. Leon visited a new city on the 22nd of February. Joy visited a new city on the 4th of December. The only person that visited a new city in a warm month is,2019-06-27,warm,1,Blake
Charlie,2019-11-24,Neil,2019-03-04,Max,2019-09-02,"['Charlie', 'Neil', 'Max']",Charlie renovated the kitchen on the 24th of November. Neil renovated the kitchen on the 4th of March. Max renovated the kitchen on the 2nd of September. The only person that renovated the kitchen in a warm month is,2019-09-02,warm,1,Max
Andrew,2019-03-16,Connor,2019-09-06,Marco,2019-06-10,"['Andrew', 'Connor', 'Marco']",Andrew harvested a garden on the 16th of March. Connor harvested a garden on the 6th of September. Marco harvested a garden on the 10th of June. The only person that harvested a garden in a cold month is,2019-03-16,cold,0,Andrew
Ian,2019-04-09,Dean,2019-03-31,Rachel,2019-09-02,"['Ian', 'Dean', 'Rachel']",Ian won the lottery on the 9th of April. Dean won the lottery on the 31st of March. Rachel won the lottery on the 2nd of September. The only person that won the lottery in a warm month is,2019-09-02,warm,1,Rachel
Joy,2019-07-29,Ryan,2019-01-28,Scott,2019-12-20,"['Joy', 'Ryan', 'Scott']",Joy went to a concert on the 29th of July. Ryan went to a concert on the 28th of January. Scott went to a concert on the 20th of December. The only person that went to a concert in a warm month is,2019-07-29,warm,1,Joy
Ian,2019-06-29,Ryan,2019-03-05,John,2019-11-29,"['Ian', 'Ryan', 'John']",Ian cleaned the basement on the 29th of June. Ryan cleaned the basement on the 5th of March. John cleaned the basement on the 29th of November. The only person that cleaned the basement in a warm month is,2019-06-29,warm,1,Ian
Ian,2019-01-08,Grant,2019-04-02,Andrew,2019-05-10,"['Ian', 'Grant', 'Andrew']",Ian donated toys on the 8th of January. Grant donated toys on the 2nd of April. Andrew donated toys on the 10th of May. The only person that donated toys in a warm month is,2019-05-10,warm,1,Andrew
Walker,2019-03-20,John,2019-10-19,Leon,2019-11-08,"['Walker', 'John', 'Leon']",Walker took a walk in the park on the 20th of March. John took a walk in the park on the 19th of October. Leon took a walk in the park on the 8th of November. The only person that took a walk in the park in a warm month is,2019-10-19,warm,1,John
Rose,2019-11-13,Rachel,2019-04-24,Leon,2019-08-30,"['Rose', 'Rachel', 'Leon']",Rose sent a postcard on the 13th of November. Rachel sent a postcard on the 24th of April. Leon sent a postcard on the 30th of August. The only person that sent a postcard in a warm month is,2019-08-30,warm,1,Leon
Neil,2019-11-10,Bob,2019-03-08,George,2019-07-18,"['Neil', 'Bob', 'George']",Neil refinanced the mortgage on the 10th of November. Bob refinanced the mortgage on the 8th of March. George refinanced the mortgage on the 18th of July. The only person that refinanced the mortgage in a warm month is,2019-07-18,warm,1,George
Aaron,2019-05-15,Marco,2019-02-24,Ryan,2019-04-06,"['Aaron', 'Marco', 'Ryan']",Aaron returned from vacation on the 15th of May. Marco returned from vacation on the 24th of February. Ryan returned from vacation on the 6th of April. The only person that returned from vacation in a warm month is,2019-05-15,warm,1,Aaron
Neil,2019-03-30,Connor,2019-09-06,John,2019-10-10,"['Neil', 'Connor', 'John']",Neil renovated the kitchen on the 30th of March. Connor renovated the kitchen on the 6th of September. John renovated the kitchen on the 10th of October. The only person that renovated the kitchen in a cold month is,2019-03-30,cold,0,Neil
Alex,2019-05-31,Jack,2019-03-06,John,2019-10-19,"['Alex', 'Jack', 'John']",Alex painted a portrait on the 31st of May. Jack painted a portrait on the 6th of March. John painted a portrait on the 19th of October. The only person that painted a portrait in a cold month is,2019-03-06,cold,0,Jack
Matt,2019-08-15,Neil,2019-03-30,Fred,2019-05-08,"['Matt', 'Neil', 'Fred']",Matt took an exam on the 15th of August. Neil took an exam on the 30th of March. Fred took an exam on the 8th of May. The only person that took an exam in a cold month is,2019-03-30,cold,0,Neil
Dallas,2019-01-28,Rachel,2019-10-19,Michael,2019-04-15,"['Dallas', 'Rachel', 'Michael']",Dallas watered the plants on the 28th of January. Rachel watered the plants on the 19th of October. Michael watered the plants on the 15th of April. The only person that watered the plants in a warm month is,2019-10-19,warm,1,Rachel
Jason,2019-06-23,Mark,2019-10-22,April,2019-01-05,"['Jason', 'Mark', 'April']",Jason took a boat on the 23rd of June. Mark took a boat on the 22nd of October. April took a boat on the 5th of January. The only person that took a boat in a cold month is,2019-01-05,cold,0,April
Matt,2019-05-03,Dean,2019-04-02,Scott,2019-06-01,"['Matt', 'Dean', 'Scott']",Matt washed the car on the 3rd of May. Dean washed the car on the 2nd of April. Scott washed the car on the 1st of June. The only person that washed the car in a cold month is,2019-04-02,cold,0,Dean
Richard,2019-12-10,Brandon,2019-08-11,Frank,2019-01-26,"['Richard', 'Brandon', 'Frank']",Richard watered the plants on the 10th of December. Brandon watered the plants on the 11th of August. Frank watered the plants on the 26th of January. The only person that watered the plants in a warm month is,2019-08-11,warm,1,Brandon
Robert,2019-04-07,William,2019-12-03,Maria,2019-06-28,"['Robert', 'William', 'Maria']",Robert went to the museum on the 7th of April. William went to the museum on the 3rd of December. Maria went to the museum on the 28th of June. The only person that went to the museum in a warm month is,2019-06-28,warm,1,Maria
Richard,2019-08-02,Blake,2019-08-08,Matt,2019-12-30,"['Richard', 'Blake', 'Matt']",Richard harvested a garden on the 2nd of August. Blake harvested a garden on the 8th of August. Matt harvested a garden on the 30th of December. The only person that harvested a garden in a cold month is,2019-12-30,cold,0,Matt
Richard,2019-12-09,Jack,2019-08-28,Leon,2019-08-27,"['Richard', 'Jack', 'Leon']",Richard filled out the application on the 9th of December. Jack filled out the application on the 28th of August. Leon filled out the application on the 27th of August. The only person that filled out the application in a cold month is,2019-12-09,cold,0,Richard
Ian,2019-07-01,Leon,2019-12-14,Rachel,2019-04-21,"['Ian', 'Leon', 'Rachel']",Ian won a prize on the 1st of July. Leon won a prize on the 14th of December. Rachel won a prize on the 21st of April. The only person that won a prize in a warm month is,2019-07-01,warm,1,Ian
Joy,2019-02-25,Rachel,2019-10-19,Tyler,2019-07-27,"['Joy', 'Rachel', 'Tyler']",Joy went to a concert on the 25th of February. Rachel went to a concert on the 19th of October. Tyler went to a concert on the 27th of July. The only person that went to a concert in a cold month is,2019-02-25,cold,0,Joy
Andrew,2019-04-23,Martin,2019-09-23,Alice,2019-10-29,"['Andrew', 'Martin', 'Alice']",Andrew won a contest on the 23rd of April. Martin won a contest on the 23rd of September. Alice won a contest on the 29th of October. The only person that won a contest in a cold month is,2019-04-23,cold,0,Andrew
Matt,2019-04-18,Hope,2019-06-11,Andrew,2019-10-31,"['Matt', 'Hope', 'Andrew']",Matt had a barbecue on the 18th of April. Hope had a barbecue on the 11th of June. Andrew had a barbecue on the 31st of October. The only person that had a barbecue in a cold month is,2019-04-18,cold,0,Matt
Dean,2019-04-02,Scott,2019-05-02,Blake,2019-05-19,"['Dean', 'Scott', 'Blake']",Dean called a friend on the 2nd of April. Scott called a friend on the 2nd of May. Blake called a friend on the 19th of May. The only person that called a friend in a cold month is,2019-04-02,cold,0,Dean
Bob,2019-08-12,Peter,2019-01-19,Scott,2019-05-20,"['Bob', 'Peter', 'Scott']",Bob repaired the bike on the 12th of August. Peter repaired the bike on the 19th of January. Scott repaired the bike on the 20th of May. The only person that repaired the bike in a cold month is,2019-01-19,cold,0,Peter
Andrew,2019-10-31,Charlie,2019-08-15,Henry,2019-01-07,"['Andrew', 'Charlie', 'Henry']",Andrew went to a Thai restaurant on the 31st of October. Charlie went to a Thai restaurant on the 15th of August. Henry went to a Thai restaurant on the 7th of January. The only person that went to a Thai restaurant in a cold month is,2019-01-07,cold,0,Henry
Jack,2019-08-28,Aaron,2019-04-22,Joy,2019-02-25,"['Jack', 'Aaron', 'Joy']",Jack went camping on the 28th of August. Aaron went camping on the 22nd of April. Joy went camping on the 25th of February. The only person that went camping in a warm month is,2019-08-28,warm,1,Jack
Frank,2019-07-29,Luke,2019-10-14,Charlie,2019-12-02,"['Frank', 'Luke', 'Charlie']",Frank got a manicure on the 29th of July. Luke got a manicure on the 14th of October. Charlie got a manicure on the 2nd of December. The only person that got a manicure in a cold month is,2019-12-02,cold,0,Charlie
Rose,2019-07-23,Frank,2019-07-31,William,2019-02-15,"['Rose', 'Frank', 'William']",Rose alphabetized the bookshelf on the 23rd of July. Frank alphabetized the bookshelf on the 31st of July. William alphabetized the bookshelf on the 15th of February. The only person that alphabetized the bookshelf in a cold month is,2019-02-15,cold,0,William
Jason,2019-05-04,Hunter,2019-04-13,Dallas,2019-06-02,"['Jason', 'Hunter', 'Dallas']",Jason painted a mural on the 4th of May. Hunter painted a mural on the 13th of April. Dallas painted a mural on the 2nd of June. The only person that painted a mural in a cold month is,2019-04-13,cold,0,Hunter
Marco,2019-07-18,George,2019-05-06,Ryan,2019-01-28,"['Marco', 'George', 'Ryan']",Marco cleaned the attic on the 18th of July. George cleaned the attic on the 6th of May. Ryan cleaned the attic on the 28th of January. The only person that cleaned the attic in a cold month is,2019-01-28,cold,0,Ryan
Richard,2019-04-29,Emily,2019-08-27,Frank,2019-07-29,"['Richard', 'Emily', 'Frank']",Richard went to an Indian restaurant on the 29th of April. Emily went to an Indian restaurant on the 27th of August. Frank went to an Indian restaurant on the 29th of July. The only person that went to an Indian restaurant in a cold month is,2019-04-29,cold,0,Richard
Dean,2019-11-07,Rachel,2019-10-25,Aaron,2019-03-30,"['Dean', 'Rachel', 'Aaron']",Dean sent a postcard on the 7th of November. Rachel sent a postcard on the 25th of October. Aaron sent a postcard on the 30th of March. The only person that sent a postcard in a warm month is,2019-10-25,warm,1,Rachel
Neil,2019-03-30,Fred,2019-04-02,Rachel,2019-10-25,"['Neil', 'Fred', 'Rachel']",Neil cooked cheesecake on the 30th of March. Fred cooked cheesecake on the 2nd of April. Rachel cooked cheesecake on the 25th of October. The only person that cooked cheesecake in a warm month is,2019-10-25,warm,1,Rachel
Jason,2019-12-01,Michael,2019-09-27,Hope,2019-09-25,"['Jason', 'Michael', 'Hope']",Jason took a taxi on the 1st of December. Michael took a taxi on the 27th of September. Hope took a taxi on the 25th of September. The only person that took a taxi in a cold month is,2019-12-01,cold,0,Jason
Charlie,2019-03-23,Peter,2019-11-29,Marco,2019-09-30,"['Charlie', 'Peter', 'Marco']",Charlie renovated the bathroom on the 23rd of March. Peter renovated the bathroom on the 29th of November. Marco renovated the bathroom on the 30th of September. The only person that renovated the bathroom in a warm month is,2019-09-30,warm,1,Marco
Michael,2019-04-15,Ryan,2019-02-03,Tyler,2019-06-23,"['Michael', 'Ryan', 'Tyler']",Michael cleaned the attic on the 15th of April. Ryan cleaned the attic on the 3rd of February. Tyler cleaned the attic on the 23rd of June. The only person that cleaned the attic in a warm month is,2019-06-23,warm,1,Tyler
Henry,2019-05-14,Blake,2019-06-15,Fred,2019-02-26,"['Henry', 'Blake', 'Fred']",Henry went to a Mexican restaurant on the 14th of May. Blake went to a Mexican restaurant on the 15th of June. Fred went to a Mexican restaurant on the 26th of February. The only person that went to a Mexican restaurant in a cold month is,2019-02-26,cold,0,Fred
Matt,2019-03-18,Neil,2019-03-17,Ryan,2019-10-22,"['Matt', 'Neil', 'Ryan']",Matt called a friend on the 18th of March. Neil called a friend on the 17th of March. Ryan called a friend on the 22nd of October. The only person that called a friend in a warm month is,2019-10-22,warm,1,Ryan
Martin,2019-11-10,Dallas,2019-08-16,Joy,2019-03-30,"['Martin', 'Dallas', 'Joy']",Martin sent a package on the 10th of November. Dallas sent a package on the 16th of August. Joy sent a package on the 30th of March. The only person that sent a package in a warm month is,2019-08-16,warm,1,Dallas
Peter,2019-12-14,Joy,2019-03-15,Marco,2019-07-18,"['Peter', 'Joy', 'Marco']",Peter threw a party on the 14th of December. Joy threw a party on the 15th of March. Marco threw a party on the 18th of July. The only person that threw a party in a warm month is,2019-07-18,warm,1,Marco
Scott,2019-03-08,Martin,2019-09-23,Michael,2019-04-27,"['Scott', 'Martin', 'Michael']",Scott washed the floors on the 8th of March. Martin washed the floors on the 23rd of September. Michael washed the floors on the 27th of April. The only person that washed the floors in a warm month is,2019-09-23,warm,1,Martin
Grant,2019-07-10,Jack,2019-01-31,Scott,2019-12-10,"['Grant', 'Jack', 'Scott']",Grant took a boat on the 10th of July. Jack took a boat on the 31st of January. Scott took a boat on the 10th of December. The only person that took a boat in a warm month is,2019-07-10,warm,1,Grant
Scott,2019-08-12,Emily,2019-09-24,April,2019-12-06,"['Scott', 'Emily', 'April']",Scott washed the dog on the 12th of August. Emily washed the dog on the 24th of September. April washed the dog on the 6th of December. The only person that washed the dog in a cold month is,2019-12-06,cold,0,April
John,2019-12-17,Brandon,2019-06-04,Grant,2019-04-02,"['John', 'Brandon', 'Grant']",John passed an exam on the 17th of December. Brandon passed an exam on the 4th of June. Grant passed an exam on the 2nd of April. The only person that passed an exam in a warm month is,2019-06-04,warm,1,Brandon
Ian,2019-01-25,Charlie,2019-07-30,Luke,2019-01-05,"['Ian', 'Charlie', 'Luke']",Ian painted a mural on the 25th of January. Charlie painted a mural on the 30th of July. Luke painted a mural on the 5th of January. The only person that painted a mural in a warm month is,2019-07-30,warm,1,Charlie
Brandon,2019-01-11,Kyle,2019-10-26,Max,2019-12-10,"['Brandon', 'Kyle', 'Max']",Brandon went to a Thai restaurant on the 11th of January. Kyle went to a Thai restaurant on the 26th of October. Max went to a Thai restaurant on the 10th of December. The only person that went to a Thai restaurant in a warm month is,2019-10-26,warm,1,Kyle
Walker,2019-04-13,Fred,2019-03-25,Hunter,2019-07-26,"['Walker', 'Fred', 'Hunter']",Walker took a train on the 13th of April. Fred took a train on the 25th of March. Hunter took a train on the 26th of July. The only person that took a train in a warm month is,2019-07-26,warm,1,Hunter
Fred,2019-02-24,Luke,2019-01-05,Henry,2019-06-09,"['Fred', 'Luke', 'Henry']",Fred alphabetized the bookshelf on the 24th of February. Luke alphabetized the bookshelf on the 5th of January. Henry alphabetized the bookshelf on the 9th of June. The only person that alphabetized the bookshelf in a warm month is,2019-06-09,warm,1,Henry
William,2019-07-09,Henry,2019-06-09,Ryan,2019-04-19,"['William', 'Henry', 'Ryan']",William went to a Chinese restaurant on the 9th of July. Henry went to a Chinese restaurant on the 9th of June. Ryan went to a Chinese restaurant on the 19th of April. The only person that went to a Chinese restaurant in a cold month is,2019-04-19,cold,0,Ryan
George,2019-01-08,Blake,2019-11-05,Fred,2019-05-27,"['George', 'Blake', 'Fred']",George took a walk in the park on the 8th of January. Blake took a walk in the park on the 5th of November. Fred took a walk in the park on the 27th of May. The only person that took a walk in the park in a warm month is,2019-05-27,warm,1,Fred
Matt,2019-10-11,Jerry,2019-05-09,Frank,2019-02-17,"['Matt', 'Jerry', 'Frank']",Matt won a prize on the 11th of October. Jerry won a prize on the 9th of May. Frank won a prize on the 17th of February. The only person that won a prize in a cold month is,2019-02-17,cold,0,Frank
Matt,2019-03-18,Kevin,2019-07-01,Michael,2019-06-16,"['Matt', 'Kevin', 'Michael']",Matt arrived in Italy on the 18th of March. Kevin arrived in Italy on the 1st of July. Michael arrived in Italy on the 16th of June. The only person that arrived in Italy in a cold month is,2019-03-18,cold,0,Matt
Rachel,2019-09-02,Brandon,2019-07-23,Jerry,2019-11-21,"['Rachel', 'Brandon', 'Jerry']",Rachel got a massage on the 2nd of September. Brandon got a massage on the 23rd of July. Jerry got a massage on the 21st of November. The only person that got a massage in a cold month is,2019-11-21,cold,0,Jerry
Andrew,2019-12-13,Grant,2019-08-27,John,2019-08-09,"['Andrew', 'Grant', 'John']",Andrew went to the museum on the 13th of December. Grant went to the museum on the 27th of August. John went to the museum on the 9th of August. The only person that went to the museum in a cold month is,2019-12-13,cold,0,Andrew
